캠페인,브랜드,모델,연식,부품계통,리콜월,12개월판정,최근경보월,선행개월,잠재대상대수
20V213000,HYUNDAI,NEXO,2020,ELECTRICAL_BATTERY,2020-04,미탐지,,,11870
20V213000,HYUNDAI,SONATA,2020,ELECTRICAL_BATTERY,2020-04,미탐지,,,11870
20V750000,KIA,FORTE KOUP,2015,ENGINE_FUEL,2020-12,미탐지,,,294756
20V750000,KIA,SOUL,2015,ENGINE_FUEL,2020-12,탐지,2020-10,2.0,294756
20V750000,KIA,FORTE,2015,ENGINE_FUEL,2020-12,탐지,2020-08,4.0,294756
20V022000,HYUNDAI,KONA,2020,OTHER,2020-01,미탐지,,,477
20V122000,HYUNDAI,SONATA,2020,OTHER,2020-02,미탐지,,,5044
20V248000,HYUNDAI,GENESIS COUPE,2016,AIRBAG_SEATBELT,2020-05,미탐지,,,1295
20V436000,KIA,TELLURIDE,2020,OTHER,2020-07,미탐지,,,86921
20V436000,KIA,TELLURIDE,2020,BRAKES_STEERING,2020-07,미탐지,,,86921
20V436000,KIA,TELLURIDE,2020,ELECTRICAL_BATTERY,2020-07,미탐지,,,86921
20V518000,KIA,STINGER,2018,BRAKES_STEERING,2020-08,미탐지,,,28200
20V518000,KIA,STINGER,2019,BRAKES_STEERING,2020-08,미탐지,,,28200
20V518000,KIA,STINGER,2020,BRAKES_STEERING,2020-08,미탐지,,,28200
20V518000,KIA,STINGER,2021,BRAKES_STEERING,2020-08,미탐지,,,28200
20V389000,KIA,SOUL EV,2015,ELECTRICAL_BATTERY,2020-07,미탐지,,,3714
20V389000,KIA,SOUL EV,2015,ENGINE_FUEL,2020-07,미탐지,,,3714
20V389000,KIA,SOUL EV,2016,ELECTRICAL_BATTERY,2020-07,미탐지,,,3714
20V389000,KIA,SOUL EV,2016,ENGINE_FUEL,2020-07,미탐지,,,3714
20V422000,KIA,STINGER,2020,BRAKES_STEERING,2020-07,미탐지,,,104
20V459000,KIA,FORTE,2019,ENGINE_FUEL,2020-08,미탐지,,,834
20V520000,HYUNDAI,SANTA FE SPORT,2015,BRAKES_STEERING,2020-08,미탐지,,,151205
20V560000,KIA,STINGER,2020,ENGINE_FUEL,2020-09,미탐지,,,635
20V560000,KIA,STINGER,2021,ENGINE_FUEL,2020-09,미탐지,,,635
20V447000,HYUNDAI,GENESIS G70,2020,BRAKES_STEERING,2020-07,미탐지,,,2
20V519000,KIA,SORENTO,2015,BRAKES_STEERING,2020-08,미탐지,,,440370
20V519000,KIA,OPTIMA,2015,BRAKES_STEERING,2020-08,탐지,2020-03,5.0,440370
20V543000,HYUNDAI,TUCSON,2018,BRAKES_STEERING,2020-09,미탐지,,,652024
20V543000,HYUNDAI,TUCSON,2019,BRAKES_STEERING,2020-09,미탐지,,,652024
20V543000,HYUNDAI,TUCSON,2020,BRAKES_STEERING,2020-09,미탐지,,,652024
20V543000,HYUNDAI,TUCSON,2021,BRAKES_STEERING,2020-09,미탐지,,,652024
20V543000,HYUNDAI,TUCSON,2016,BRAKES_STEERING,2020-09,미탐지,,,652024
20V543000,HYUNDAI,TUCSON,2017,BRAKES_STEERING,2020-09,미탐지,,,652024
20V399000,KIA,SEDONA,2020,ELECTRICAL_BATTERY,2020-07,미탐지,,,5385
20V748000,HYUNDAI,KONA ELECTRIC,2021,BRAKES_STEERING,2020-12,미탐지,,,8176
20V746000,HYUNDAI,SONATA HYBRID,2016,ENGINE_FUEL,2020-12,미탐지,,,128948
20V746000,HYUNDAI,VELOSTER,2015,ENGINE_FUEL,2020-12,미탐지,,,128948
20V746000,HYUNDAI,VELOSTER,2016,ENGINE_FUEL,2020-12,미탐지,,,128948
20V748000,HYUNDAI,KONA ELECTRIC,2019,BRAKES_STEERING,2020-12,미탐지,,,8176
20V748000,HYUNDAI,KONA ELECTRIC,2020,BRAKES_STEERING,2020-12,미탐지,,,8176
20V748000,HYUNDAI,NEXO,2019,BRAKES_STEERING,2020-12,미탐지,,,8176
20V748000,HYUNDAI,NEXO,2020,BRAKES_STEERING,2020-12,미탐지,,,8176
20V630000,HYUNDAI,KONA ELECTRIC,2019,ELECTRICAL_BATTERY,2020-10,미탐지,,,6707
20V630000,HYUNDAI,KONA ELECTRIC,2020,ELECTRICAL_BATTERY,2020-10,미탐지,,,6707
21V796000,HYUNDAI,VENUE,2021,AIRBAG_SEATBELT,2021-10,미탐지,,,978
21V796000,HYUNDAI,ELANTRA HYBRID,2021,AIRBAG_SEATBELT,2021-10,미탐지,,,978
21V796000,HYUNDAI,ELANTRA,2021,AIRBAG_SEATBELT,2021-10,미탐지,,,978
21V936000,KIA,RIO,2020,BRAKES_STEERING,2021-12,미탐지,,,87
21V936000,KIA,RIO,2021,BRAKES_STEERING,2021-12,미탐지,,,87
21V944000,HYUNDAI,IONIQ ELECTRIC,2017,ELECTRICAL_BATTERY,2021-12,미탐지,,,2679
21V944000,HYUNDAI,IONIQ ELECTRIC,2018,ELECTRICAL_BATTERY,2021-12,미탐지,,,2679
21V944000,HYUNDAI,IONIQ ELECTRIC,2019,ELECTRICAL_BATTERY,2021-12,미탐지,,,2679
21V524000,HYUNDAI,SANTA FE,2021,ENGINE_FUEL,2021-07,미탐지,,,15752
21V260000,KIA,FORTE,2017,ENGINE_FUEL,2021-04,탐지,2021-02,1.9,4069
21V260000,KIA,FORTE,2018,ENGINE_FUEL,2021-04,탐지,2021-01,3.0,4069
21V619000,HYUNDAI,SONATA,2017,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,SONATA,2018,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,SONATA HYBRID,2016,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,SONATA HYBRID,2017,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,SONATA HYBRID,2018,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,AZERA,2016,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,AZERA,2017,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,ACCENT,2018,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,ACCENT,2019,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V619000,HYUNDAI,ACCENT,2020,STRUCTURE_LATCH,2021-08,미탐지,,,348158
21V725000,KIA,SEDONA,2015,ELECTRICAL_BATTERY,2021-09,미탐지,,,88576
21V725000,KIA,SEDONA,2015,VISIBILITY_LIGHTING,2021-09,미탐지,,,88576
21V725000,KIA,SEDONA,2016,ELECTRICAL_BATTERY,2021-09,탐지,2020-09,12.0,88576
21V725000,KIA,SEDONA,2016,VISIBILITY_LIGHTING,2021-09,미탐지,,,88576
21V725000,KIA,SEDONA,2017,ELECTRICAL_BATTERY,2021-09,미탐지,,,88576
21V725000,KIA,SEDONA,2017,VISIBILITY_LIGHTING,2021-09,미탐지,,,88576
21V749000,HYUNDAI,SONATA,2017,ELECTRICAL_BATTERY,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA,2017,VISIBILITY_LIGHTING,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA,2016,ELECTRICAL_BATTERY,2021-09,탐지,2021-05,4.0,469377
21V749000,HYUNDAI,SONATA,2016,VISIBILITY_LIGHTING,2021-09,탐지,2021-08,1.0,469377
21V749000,HYUNDAI,SONATA,2015,ELECTRICAL_BATTERY,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA,2015,VISIBILITY_LIGHTING,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA HYBRID,2016,ELECTRICAL_BATTERY,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA HYBRID,2016,VISIBILITY_LIGHTING,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA PLUG IN HYBRID,2017,ELECTRICAL_BATTERY,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA PLUG IN HYBRID,2017,VISIBILITY_LIGHTING,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA HYBRID,2017,ELECTRICAL_BATTERY,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA HYBRID,2017,VISIBILITY_LIGHTING,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA PLUG IN HYBRID,2016,ELECTRICAL_BATTERY,2021-09,미탐지,,,469377
21V749000,HYUNDAI,SONATA PLUG IN HYBRID,2016,VISIBILITY_LIGHTING,2021-09,미탐지,,,469377
21V622000,KIA,RIO,2019,STRUCTURE_LATCH,2021-08,미탐지,,,253074
21V622000,KIA,RIO,2018,STRUCTURE_LATCH,2021-08,미탐지,,,253074
21V622000,KIA,FORTE,2018,STRUCTURE_LATCH,2021-08,미탐지,,,253074
21V622000,KIA,FORTE,2017,STRUCTURE_LATCH,2021-08,미탐지,,,253074
21V622000,KIA,FORTE,2016,STRUCTURE_LATCH,2021-08,미탐지,,,253074
21V185000,HYUNDAI,SANTA FE,2021,AIRBAG_SEATBELT,2021-03,미탐지,,,10
21V127000,HYUNDAI,KONA ELECTRIC,2019,ELECTRICAL_BATTERY,2021-03,미탐지,,,4696
21V127000,HYUNDAI,KONA ELECTRIC,2020,ELECTRICAL_BATTERY,2021-03,미탐지,,,4696
21V127000,HYUNDAI,IONIQ ELECTRIC,2020,ELECTRICAL_BATTERY,2021-03,미탐지,,,4696
21V00M000,HYUNDAI,SANTA FE,2021,VISIBILITY_LIGHTING,2021-12,미탐지,,,26413
21V303000,HYUNDAI,SANTA FE SPORT,2015,BRAKES_STEERING,2021-04,탐지,2020-11,5.0,151205
21V331000,KIA,OPTIMA,2015,BRAKES_STEERING,2021-05,탐지,2021-01,3.9,440370
21V331000,KIA,SORENTO,2015,BRAKES_STEERING,2021-05,탐지,2021-01,3.9,440370
21V137000,KIA,SPORTAGE,2017,BRAKES_STEERING,2021-03,미탐지,,,379931
21V137000,KIA,CADENZA,2017,BRAKES_STEERING,2021-03,미탐지,,,379931
21V137000,KIA,SPORTAGE,2018,BRAKES_STEERING,2021-03,미탐지,,,379931
21V137000,KIA,CADENZA,2018,BRAKES_STEERING,2021-03,미탐지,,,379931
21V137000,KIA,SPORTAGE,2019,BRAKES_STEERING,2021-03,미탐지,,,379931
21V137000,KIA,CADENZA,2019,BRAKES_STEERING,2021-03,미탐지,,,379931
21V137000,KIA,SPORTAGE,2020,BRAKES_STEERING,2021-03,미탐지,,,379931
21V137000,KIA,SPORTAGE,2021,BRAKES_STEERING,2021-03,미탐지,,,379931
21V447000,KIA,K5,2021,BRAKES_STEERING,2021-06,미탐지,,,846
21V447000,KIA,K5,2022,BRAKES_STEERING,2021-06,미탐지,,,846
21V519000,KIA,K5,2022,ENGINE_FUEL,2021-07,미탐지,,,21575
21V519000,KIA,K5,2021,ENGINE_FUEL,2021-07,미탐지,,,21575
21V519000,KIA,SORENTO,2021,ENGINE_FUEL,2021-07,미탐지,,,21575
21V00K000,HYUNDAI,SANTA FE PLUG IN HYBRID,2022,ELECTRICAL_BATTERY,2021-12,미탐지,,,714
21V00K000,HYUNDAI,SANTA FE HYBRID,2022,ELECTRICAL_BATTERY,2021-12,미탐지,,,714
21V277000,KIA,CARNIVAL,2022,ENGINE_FUEL,2021-04,미탐지,,,2744
21V577000,KIA,TELLURIDE,2022,ELECTRICAL_BATTERY,2021-07,미탐지,,,5143
21V259000,KIA,SOUL,2020,ENGINE_FUEL,2021-04,탐지,2020-11,5.0,147249
21V259000,KIA,SELTOS,2021,ENGINE_FUEL,2021-04,탐지,2020-10,6.0,147249
21V259000,KIA,SOUL,2021,ENGINE_FUEL,2021-04,미탐지,,,147249
21V301000,HYUNDAI,KONA,2020,ENGINE_FUEL,2021-04,미탐지,,,158493
21V301000,HYUNDAI,KONA,2021,ENGINE_FUEL,2021-04,미탐지,,,158493
21V301000,HYUNDAI,KONA,2019,ENGINE_FUEL,2021-04,탐지,2020-08,8.0,158493
21V301000,HYUNDAI,VELOSTER,2019,ENGINE_FUEL,2021-04,미탐지,,,158493
21V301000,HYUNDAI,VELOSTER,2021,ENGINE_FUEL,2021-04,미탐지,,,158493
21V301000,HYUNDAI,ELANTRA,2019,ENGINE_FUEL,2021-04,미탐지,,,158493
21V301000,HYUNDAI,ELANTRA,2020,ENGINE_FUEL,2021-04,탐지,2020-12,4.0,158493
21V301000,HYUNDAI,VELOSTER,2020,ENGINE_FUEL,2021-04,미탐지,,,158493
21V00M000,HYUNDAI,SONATA,2021,VISIBILITY_LIGHTING,2021-12,미탐지,,,26413
21V00M000,HYUNDAI,ELANTRA,2021,VISIBILITY_LIGHTING,2021-12,미탐지,,,26413
21V00M000,HYUNDAI,SANTA FE,2020,VISIBILITY_LIGHTING,2021-12,미탐지,,,26413
21V302000,HYUNDAI,ELANTRA,2021,OTHER,2021-04,미탐지,,,1464
21V160000,HYUNDAI,GENESIS,2016,BRAKES_STEERING,2021-03,미탐지,,,94646
21V160000,HYUNDAI,GENESIS,2015,BRAKES_STEERING,2021-03,미탐지,,,94646
21V164000,KIA,K5,2021,AIRBAG_SEATBELT,2021-03,미탐지,,,142
21V164000,KIA,FORTE,2021,AIRBAG_SEATBELT,2021-03,미탐지,,,142
21V164000,KIA,TELLURIDE,2021,AIRBAG_SEATBELT,2021-03,미탐지,,,142
21V308000,HYUNDAI,SANTA FE,2021,ENGINE_FUEL,2021-05,미탐지,,,2
21V524000,HYUNDAI,SONATA,2021,ENGINE_FUEL,2021-07,미탐지,,,15752
21V524000,HYUNDAI,SANTA FE,2022,ENGINE_FUEL,2021-07,미탐지,,,15752
21V524000,HYUNDAI,SONATA,2022,ENGINE_FUEL,2021-07,미탐지,,,15752
21V727000,HYUNDAI,SONATA HYBRID,2017,ENGINE_FUEL,2021-09,미탐지,,,95515
21V727000,HYUNDAI,TUCSON,2017,ENGINE_FUEL,2021-09,탐지,2021-02,7.0,95515
21V844000,KIA,OPTIMA HYBRID,2017,ENGINE_FUEL,2021-10,미탐지,,,10731
21V844000,KIA,OPTIMA HYBRID,2018,ENGINE_FUEL,2021-10,미탐지,,,10731
21V844000,KIA,OPTIMA PHEV,2017,ENGINE_FUEL,2021-10,미탐지,,,10731
21V844000,KIA,OPTIMA PHEV,2018,ENGINE_FUEL,2021-10,미탐지,,,10731
21V937000,HYUNDAI,ACCENT,2021,BRAKES_STEERING,2021-12,미탐지,,,76
21V840000,HYUNDAI,PALISADE,2021,BRAKES_STEERING,2021-10,미탐지,,,995
21V862000,KIA,STINGER,2020,ELECTRICAL_BATTERY,2021-11,미탐지,,,53
21V862000,KIA,STINGER,2021,ELECTRICAL_BATTERY,2021-11,미탐지,,,53
21V908000,KIA,CARNIVAL,2022,STRUCTURE_LATCH,2021-11,미탐지,,,2956
21V938000,HYUNDAI,TUCSON,2022,ELECTRICAL_BATTERY,2021-12,미탐지,,,12
21V938000,HYUNDAI,TUCSON,2022,VISIBILITY_LIGHTING,2021-12,미탐지,,,12
22V022000,KIA,CADENZA,2020,ELECTRICAL_BATTERY,2022-01,미탐지,,,451
22V022000,KIA,CADENZA,2020,VISIBILITY_LIGHTING,2022-01,미탐지,,,451
22V123000,HYUNDAI,ELANTRA,2022,AIRBAG_SEATBELT,2022-03,미탐지,,,140
22V123000,HYUNDAI,ELANTRA HYBRID,2022,AIRBAG_SEATBELT,2022-03,미탐지,,,140
22V127000,KIA,SORENTO HYBRID,2022,AIRBAG_SEATBELT,2022-03,미탐지,,,213
22V127000,KIA,SORENTO PHEV,2022,AIRBAG_SEATBELT,2022-03,미탐지,,,213
22V202000,KIA,SORENTO,2022,ELECTRICAL_BATTERY,2022-03,미탐지,,,26
22V196000,HYUNDAI,SONATA HYBRID,2020,STRUCTURE_LATCH,2022-03,미탐지,,,63461
22V196000,HYUNDAI,SONATA,2020,STRUCTURE_LATCH,2022-03,미탐지,,,63461
22V202000,KIA,SORENTO,2022,ENGINE_FUEL,2022-03,미탐지,,,26
22V228000,HYUNDAI,NEXO,2019,ELECTRICAL_BATTERY,2022-04,미탐지,,,54
22V258000,HYUNDAI,NEXO,2021,ELECTRICAL_BATTERY,2022-04,미탐지,,,922
22V258000,HYUNDAI,NEXO,2021,ENGINE_FUEL,2022-04,미탐지,,,922
22V258000,HYUNDAI,NEXO,2020,ELECTRICAL_BATTERY,2022-04,미탐지,,,922
22V258000,HYUNDAI,NEXO,2020,ENGINE_FUEL,2022-04,미탐지,,,922
22V258000,HYUNDAI,NEXO,2019,ELECTRICAL_BATTERY,2022-04,미탐지,,,922
22V258000,HYUNDAI,NEXO,2019,ENGINE_FUEL,2022-04,미탐지,,,922
22V353000,HYUNDAI,PALISADE,2022,ELECTRICAL_BATTERY,2022-05,미탐지,,,158
22V612000,KIA,SEDONA,2016,ENGINE_FUEL,2022-08,탐지,2022-05,3.0,28065
22V612000,KIA,SORENTO,2016,ENGINE_FUEL,2022-08,탐지,2022-06,2.0,28065
22V626000,KIA,TELLURIDE,2022,OTHER,2022-08,탐지,2022-03,5.0,36417
22V626000,KIA,TELLURIDE,2021,OTHER,2022-08,탐지,2022-05,3.0,36417
22V626000,KIA,TELLURIDE,2020,OTHER,2022-08,탐지,2021-12,8.0,36417
22V632000,HYUNDAI,ELANTRA N,2022,AIRBAG_SEATBELT,2022-08,미탐지,,,247
22V632000,HYUNDAI,ELANTRA,2022,AIRBAG_SEATBELT,2022-08,미탐지,,,247
22V632000,HYUNDAI,ELANTRA,2023,AIRBAG_SEATBELT,2022-08,미탐지,,,247
22V878000,KIA,SPORTAGE,2023,AIRBAG_SEATBELT,2022-11,미탐지,,,76918
22V746000,HYUNDAI,KONA N,2022,ENGINE_FUEL,2022-10,미탐지,,,56148
22V746000,HYUNDAI,VELOSTER N,2022,ENGINE_FUEL,2022-10,미탐지,,,56148
22V746000,HYUNDAI,VELOSTER N,2021,ENGINE_FUEL,2022-10,미탐지,,,56148
22V746000,HYUNDAI,ELANTRA N,2022,ENGINE_FUEL,2022-10,미탐지,,,56148
22V746000,HYUNDAI,SANTA CRUZ,2022,ENGINE_FUEL,2022-10,탐지,2022-04,6.0,56148
22V746000,HYUNDAI,SANTA FE,2021,ENGINE_FUEL,2022-10,탐지,2022-05,5.0,56148
22V746000,HYUNDAI,SANTA FE,2022,ENGINE_FUEL,2022-10,탐지,2022-08,2.0,56148
22V746000,HYUNDAI,SONATA,2022,ENGINE_FUEL,2022-10,미탐지,,,56148
22V746000,HYUNDAI,SONATA,2021,ENGINE_FUEL,2022-10,탐지,2022-09,1.0,56148
22V816000,HYUNDAI,SANTA FE HYBRID,2022,AIRBAG_SEATBELT,2022-10,미탐지,,,14933
22V816000,HYUNDAI,SANTA FE PLUG IN HYBRID,2022,AIRBAG_SEATBELT,2022-10,미탐지,,,14933
22V816000,HYUNDAI,SANTA FE HYBRID,2021,AIRBAG_SEATBELT,2022-10,미탐지,,,14933
22V816000,HYUNDAI,SANTA FE PLUG IN HYBRID,2023,AIRBAG_SEATBELT,2022-10,미탐지,,,14933
22V836000,KIA,NIRO,2017,ELECTRICAL_BATTERY,2022-11,미탐지,,,27030
22V836000,KIA,NIRO,2018,ELECTRICAL_BATTERY,2022-11,미탐지,,,27030
22V941000,HYUNDAI,KONA ELECTRIC,2021,ELECTRICAL_BATTERY,2022-12,미탐지,,,853
22V899000,KIA,NIRO EV,2020,ELECTRICAL_BATTERY,2022-12,미탐지,,,872
22V304000,KIA,FORTE,2022,BRAKES_STEERING,2022-05,미탐지,,,30
22V304000,KIA,RIO,2022,BRAKES_STEERING,2022-05,미탐지,,,30
22V304000,KIA,RIO,2021,BRAKES_STEERING,2022-05,미탐지,,,30
22V304000,KIA,FORTE,2021,BRAKES_STEERING,2022-05,미탐지,,,30
22V311000,HYUNDAI,ACCENT,2022,BRAKES_STEERING,2022-05,미탐지,,,2
22V311000,HYUNDAI,ACCENT,2021,BRAKES_STEERING,2022-05,미탐지,,,2
22V509000,KIA,SORENTO,2022,TIRES_WHEELS,2022-07,미탐지,,,8
22V509000,KIA,TELLURIDE,2022,TIRES_WHEELS,2022-07,미탐지,,,8
22V218000,HYUNDAI,ACCENT,2020,AIRBAG_SEATBELT,2022-04,미탐지,,,6240
22V218000,HYUNDAI,ELANTRA,2022,AIRBAG_SEATBELT,2022-04,미탐지,,,6240
22V218000,HYUNDAI,ELANTRA,2021,AIRBAG_SEATBELT,2022-04,미탐지,,,6240
22V031000,KIA,FORTE KOUP,2017,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SOUL EV,2019,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SOUL EV,2018,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SEDONA,2019,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SOUL,2019,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SEDONA,2018,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SOUL,2018,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,FORTE,2018,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SOUL EV,2017,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SEDONA,2017,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,SOUL,2017,AIRBAG_SEATBELT,2022-01,미탐지,,,410619
22V031000,KIA,FORTE,2017,AIRBAG_SEATBELT,2022-01,탐지,2021-04,9.0,410619
22V051000,KIA,SPORTAGE,2015,BRAKES_STEERING,2022-02,미탐지,,,126747
22V051000,KIA,K900,2016,BRAKES_STEERING,2022-02,미탐지,,,126747
22V051000,KIA,SPORTAGE,2016,BRAKES_STEERING,2022-02,미탐지,,,126747
22V051000,KIA,K900,2017,BRAKES_STEERING,2022-02,미탐지,,,126747
22V051000,KIA,K900,2018,BRAKES_STEERING,2022-02,미탐지,,,126747
22V056000,HYUNDAI,SANTA FE,2017,BRAKES_STEERING,2022-02,미탐지,,,357348
22V056000,HYUNDAI,SANTA FE SPORT,2017,BRAKES_STEERING,2022-02,미탐지,,,357348
22V056000,HYUNDAI,SANTA FE,2018,BRAKES_STEERING,2022-02,미탐지,,,357348
22V056000,HYUNDAI,SANTA FE SPORT,2018,BRAKES_STEERING,2022-02,미탐지,,,357348
22V056000,HYUNDAI,SANTA FE XL,2019,BRAKES_STEERING,2022-02,미탐지,,,357348
22V056000,HYUNDAI,SANTA FE,2016,BRAKES_STEERING,2022-02,미탐지,,,357348
22V056000,HYUNDAI,TUCSON,2015,BRAKES_STEERING,2022-02,미탐지,,,357348
22V069000,HYUNDAI,ACCENT,2021,AIRBAG_SEATBELT,2022-02,미탐지,,,354
22V069000,HYUNDAI,ACCENT,2020,AIRBAG_SEATBELT,2022-02,미탐지,,,354
22V158000,KIA,CADENZA,2016,VISIBILITY_LIGHTING,2022-03,미탐지,,,30362
22V158000,KIA,CADENZA,2015,VISIBILITY_LIGHTING,2022-03,미탐지,,,30362
22V322000,KIA,EV6,2022,BRAKES_STEERING,2022-05,미탐지,,,9014
22V760000,KIA,K5,2021,ENGINE_FUEL,2022-10,미탐지,,,69038
22V760000,KIA,SORENTO,2021,ENGINE_FUEL,2022-10,탐지,2022-09,1.0,69038
22V760000,KIA,K5,2022,ENGINE_FUEL,2022-10,미탐지,,,69038
22V760000,KIA,SORENTO,2022,ENGINE_FUEL,2022-10,탐지,2022-08,2.0,69038
